"","X","CustomerID","Spend","Bills","Visits","Qty","FreeQty","FPD","LPD","ATV","ABS","APP","CUTLERY_spend","CUTLERy_bills","DL_spend","DL_bills","DAILYUSE_spend","DAILYUSE_bills","HOD_spend","HOD_bills","ACC_spend","ACC_bills","FURN_spend","FURN_bills","STATIONARY_spend","STATIONARY_bills","Game_spend","Game_bills","BATH_spend","BATH_bills","UK_geo_purchaser","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","k_P6$cluster"
"881",2483,15721,507.08,1,1,409,0,"2011-11-28","2011-11-28",507.08,409,1.23980440097799,66.81,1,15,1,77.16,1,167.23,1,124.75,1,0,0,47.38,1,8.75,1,0,0,1,"5","1","1",1
"882",2485,15723,203.1,1,1,87,0,"2010-12-10","2010-12-10",203.1,87,2.33448275862069,29.1,1,39.85,1,42,1,29.25,1,21.9,1,0,0,36.8,1,4.2,1,0,0,1,"5","1","1",1
"883",2487,15725,415.25,1,1,221,0,"2011-11-24","2011-11-24",415.25,221,1.8789592760181,130.55,1,96.36,1,58.38,1,121.71,1,0,0,0,0,8.25,1,0,0,0,0,1,"6","6","6",6
"884",2489,15729,85,1,1,28,0,"2011-05-11","2011-05-11",85,28,3.03571428571429,15,1,0,0,17,1,0,0,0,0,53,1,0,0,0,0,0,0,1,"4","2","2",2
"885",2492,15733,162.3,1,1,62,0,"2011-03-02","2011-03-02",162.3,62,2.61774193548387,52.4,1,15,1,43.1,1,19.8,1,32,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"886",2496,15739,449.12,1,1,472,0,"2011-10-04","2011-10-04",449.12,472,0.951525423728814,0,0,106.8,1,135.6,1,206.72,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"887",2497,15740,154.88,1,1,152,0,"2011-10-21","2011-10-21",154.88,152,1.01894736842105,0,0,0,0,0,0,119.84,1,0,0,0,0,35.04,1,0,0,0,0,1,"4","2","2",2
"888",2499,15744,34.8,1,1,120,0,"2011-09-23","2011-09-23",34.8,120,0.29,0,0,0,0,0,0,34.8,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"889",2501,15746,196.88,1,1,178,0,"2011-07-28","2011-07-28",196.88,178,1.10606741573034,15.11,1,0,0,17.97,1,48.05,1,57.08,1,7.5,1,2.5,1,48.67,1,0,0,1,"5","1","1",1
"890",2503,15748,149.31,1,1,51,0,"2011-10-30","2011-10-30",149.31,51,2.92764705882353,6.36,1,0,0,8.5,1,81.25,1,6.3,1,0,0,13.6,1,33.3,1,0,0,1,"5","1","1",1
"891",2507,15753,79.2,1,1,144,0,"2011-02-08","2011-02-08",79.2,144,0.55,0,0,79.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"892",2512,15758,205.25,1,1,47,0,"2011-11-15","2011-11-15",205.25,47,4.36702127659574,0,0,0,0,205.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"893",2517,15766,315.06,1,1,170,0,"2011-10-06","2011-10-06",315.06,170,1.85329411764706,209.1,1,0,0,53.4,1,32.4,1,0,0,0,0,20.16,1,0,0,0,0,1,"6","6","6",6
"894",2520,15773,635.68,1,1,311,0,"2011-12-04","2011-12-04",635.68,311,2.04398713826367,0,0,0,0,0,0,69.72,1,39,1,0,0,18.4,1,508.56,1,0,0,1,"5","1","1",1
"895",2521,15774,270.8,1,1,87,0,"2011-10-02","2011-10-02",270.8,87,3.11264367816092,23,1,11.8,1,15.1,1,33.55,1,128.5,1,40.45,1,18.4,1,0,0,0,0,1,"2","3","3",3
"896",2522,15775,104.9,1,1,68,0,"2011-04-08","2011-04-08",104.9,68,1.54264705882353,17,1,27.9,1,0,0,30,1,15,1,15,1,0,0,0,0,0,0,1,"2","3","3",3
"897",2523,15776,241.62,1,1,138,0,"2011-07-29","2011-07-29",241.62,138,1.75086956521739,45.04,1,22.45,1,21.86,1,80.31,1,30.02,1,35.1,1,6.84,1,0,0,0,0,1,"2","3","3",3
"898",2528,15783,246.3,1,1,212,0,"2011-11-29","2011-11-29",246.3,212,1.16179245283019,30.7,1,19.8,1,50.04,1,89.94,1,13.52,1,29.7,1,12.6,1,0,0,0,0,1,"2","3","3",3
"899",2532,15789,351.3,1,1,438,0,"2010-12-16","2010-12-16",351.3,438,0.802054794520548,95.76,1,0,0,42.1,1,103.2,1,22.04,1,0,0,46.8,1,41.4,1,0,0,1,"5","1","1",1
"900",2533,15790,220.85,1,1,114,0,"2011-11-29","2011-11-29",220.85,114,1.93728070175439,80.77,1,5.9,1,9.39,1,95.47,1,0,0,12.5,1,16.82,1,0,0,0,0,1,"2","3","3",3
"901",2536,15795,610.01,1,1,581,0,"2011-07-13","2011-07-13",610.01,581,1.04993115318417,130,1,0,0,5.04,1,72.52,1,158.08,1,0,0,121.92,1,122.45,1,0,0,1,"5","1","1",1
"902",2542,15802,451.42,1,1,1,0,"2011-07-20","2011-07-20",451.42,1,451.42,0,0,0,0,0,0,0,0,0,0,0,0,451.42,1,0,0,0,0,1,"4","2","2",2
"903",2543,15803,415.82,1,1,290,0,"2011-10-19","2011-10-19",415.82,290,1.43386206896552,24.9,1,155.28,1,0,0,51,1,94.64,1,0,0,90,1,0,0,0,0,1,"6","6","6",6
"904",2557,15820,206.98,1,1,128,0,"2011-01-24","2011-01-24",206.98,128,1.61703125,16.9,1,10.9,1,11.45,1,77.73,1,0,0,90,1,0,0,0,0,0,0,1,"2","3","3",3
"905",2560,15823,15,1,1,1,0,"2010-12-02","2010-12-02",15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"906",2561,15825,532.94,1,1,220,0,"2011-06-20","2011-06-20",532.94,220,2.42245454545455,0,0,15,1,0,0,155.7,1,0,0,289.6,1,72.64,1,0,0,0,0,1,"2","3","3",3
"907",2565,15830,576,1,1,415,0,"2011-11-02","2011-11-02",576,415,1.38795180722892,114.5,1,40,1,95.36,1,162.9,1,60.28,1,15.3,1,72.66,1,15,1,0,0,1,"2","3","3",3
"908",2567,15832,836.79,1,1,465,0,"2011-03-30","2011-03-30",836.79,465,1.79954838709677,408.11,1,11.4,1,84.9,1,122.28,1,175,1,17.4,1,17.7,1,0,0,0,0,1,"2","3","3",3
"909",2570,15836,137.37,1,1,26,0,"2011-10-20","2011-10-20",137.37,26,5.28346153846154,39.7,1,11.7,1,0,0,72.45,1,13.52,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"910",2571,15837,391.98,1,1,189,0,"2011-10-06","2011-10-06",391.98,189,2.07396825396825,64.59,1,32.9,1,34.45,1,155.26,1,23.3,1,12.5,1,52.38,1,16.6,1,0,0,1,"2","3","3",3
"911",2576,15843,118.95,1,1,27,0,"2011-02-09","2011-02-09",118.95,27,4.40555555555556,106.35,1,12.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"912",2577,15844,130.74,1,1,134,0,"2011-10-24","2011-10-24",130.74,134,0.975671641791045,21.9,1,0,0,0,0,108.84,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"913",2582,15853,110.8,1,1,135,0,"2011-10-19","2011-10-19",110.8,135,0.820740740740741,8.85,1,4.15,1,25.75,1,15.91,1,10.4,1,0,0,43.66,1,2.08,1,0,0,1,"5","1","1",1
"914",2586,15857,297,1,1,308,0,"2011-11-21","2011-11-21",297,308,0.964285714285714,134.4,1,40.8,1,0,0,91.8,1,0,0,0,0,30,1,0,0,0,0,1,"6","6","6",6
"915",2594,15866,230.53,1,1,126,0,"2011-08-30","2011-08-30",230.53,126,1.82960317460317,27.75,1,11.8,1,6.75,1,49.45,1,24.11,1,0,0,44.92,1,65.75,1,0,0,1,"5","1","1",1
"916",2596,15869,149.64,2,1,175,0,"2011-03-07","2011-03-07",74.82,87,0.855085714285714,7.5,1,83.8,2,0,0,11.8,1,0,0,5.8,1,40.74,1,0,0,0,0,1,"2","3","3",3
"917",2597,15870,354.09,1,1,335,0,"2011-11-07","2011-11-07",354.09,335,1.05698507462687,20.99,1,6.24,1,45.84,1,92.41,1,55.32,1,0,0,120.69,1,12.6,1,0,0,1,"5","1","1",1
"918",2598,15872,360.93,2,1,212,0,"2011-11-25","2011-11-25",180.465,106,1.7025,142.82,1,38.89,1,29.85,1,56.97,1,17.26,2,0,0,57.92,1,17.22,1,0,0,1,"3","5","5",5
"919",2601,15880,343.28,1,1,211,0,"2010-12-05","2010-12-05",343.28,211,1.62691943127962,48.75,1,43.6,1,41.16,1,123.29,1,31.27,1,4.05,1,51.16,1,0,0,0,0,1,"2","3","3",3
"920",2606,15886,181.09,1,1,147,0,"2011-10-10","2011-10-10",181.09,147,1.23190476190476,29.7,1,22.8,1,0,0,33.69,1,29.75,1,0,0,63.9,1,1.25,1,0,0,1,"5","1","1",1
"921",2607,15888,168.31,1,1,76,0,"2011-09-20","2011-09-20",168.31,76,2.21460526315789,104.15,1,0,0,2.55,1,42.42,1,13.52,1,0,0,5.67,1,0,0,0,0,1,"5","1","1",1
"922",2609,15891,524.52,1,1,442,0,"2011-04-27","2011-04-27",524.52,442,1.18669683257919,35.41,1,63.59,1,26.4,1,55.05,1,161.96,1,39.4,1,137.76,1,4.95,1,0,0,1,"2","3","3",3
"923",2611,15895,179.17,1,1,94,0,"2011-07-13","2011-07-13",179.17,94,1.90606382978723,4.16,1,145.66,1,0,0,0,0,0,0,0,0,23.5,1,5.85,1,0,0,1,"6","6","6",6
"924",2612,15897,222.05,2,1,261,0,"2011-05-29","2011-05-29",111.025,130,0.850766283524904,36.46,2,0,0,131.95,2,21.6,1,0,0,0,0,27.88,2,4.16,1,0,0,1,"3","5","5",5
"925",2614,15899,56.25,1,1,39,0,"2010-12-06","2010-12-06",56.25,39,1.44230769230769,12.75,1,0,0,0,0,0,0,9.9,1,0,0,33.6,1,0,0,0,0,1,"4","6","6",6
"926",2615,15900,351.11,1,1,221,0,"2011-11-16","2011-11-16",351.11,221,1.58873303167421,114.45,1,17.7,1,71.28,1,69.72,1,20.8,1,22.5,1,29.71,1,4.95,1,0,0,1,"2","3","3",3
"927",2618,15904,164.68,1,1,84,0,"2011-12-01","2011-12-01",164.68,84,1.96047619047619,23.8,1,48.46,1,8.08,1,62.98,1,2.08,1,0,0,19.28,1,0,0,0,0,1,"6","1","1",1
"928",2621,15909,191.94,1,1,98,0,"2011-06-19","2011-06-19",191.94,98,1.95857142857143,181.8,1,0,0,5.1,1,0,0,0,0,0,0,5.04,1,0,0,0,0,1,"4","6","6",6
"929",2625,15917,123.1,1,1,42,0,"2011-04-06","2011-04-06",123.1,42,2.93095238095238,78.05,1,0,0,10.2,1,0,0,4.95,1,29.9,1,0,0,0,0,0,0,1,"4","6","6",6
"930",2628,15920,167.5,4,1,99,0,"2011-07-08","2011-07-08",41.875,24,1.69191919191919,30.5,2,58.98,3,25.3,3,28.07,3,5.9,2,8.95,1,6.85,3,2.95,1,0,0,1,"3","5","5",5
"931",2629,15921,336.03,1,1,166,0,"2011-06-20","2011-06-20",336.03,166,2.02427710843373,107.56,1,7.5,1,22.42,1,97,1,7.93,1,0,0,93.62,1,0,0,0,0,1,"6","1","1",1
"932",2630,15922,369.5,1,1,138,0,"2010-12-01","2010-12-01",369.5,138,2.67753623188406,96,1,70.8,1,0,0,75,1,75.6,1,38.9,1,13.2,1,0,0,0,0,1,"2","3","3",3
"933",2631,15923,127.08,1,1,122,0,"2010-12-02","2010-12-02",127.08,122,1.0416393442623,30.65,1,35.5,1,16.35,1,23.7,1,0,0,5.8,1,15.08,1,0,0,0,0,1,"2","3","3",3
"934",2632,15925,207.15,1,1,93,0,"2011-05-29","2011-05-29",207.15,93,2.22741935483871,95.05,1,30.6,1,23.6,1,57.9,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"935",2633,15930,426.63,1,1,139,0,"2011-10-03","2011-10-03",426.63,139,3.06928057553957,15,1,0,0,17.7,1,250.18,1,127.4,1,0,0,16.35,1,0,0,0,0,1,"5","1","1",1
"936",2637,15937,145.35,1,1,73,0,"2011-10-06","2011-10-06",145.35,73,1.99109589041096,68.25,1,0,0,17.7,1,19.8,1,0,0,0,0,39.6,1,0,0,0,0,1,"6","6","6",6
"937",2640,15940,35.8,1,1,4,0,"2011-02-01","2011-02-01",35.8,4,8.95,0,0,0,0,0,0,35.8,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"938",2641,15942,337.44,1,1,232,0,"2011-07-29","2011-07-29",337.44,232,1.45448275862069,98.1,1,0,0,0,0,51.9,1,30.24,1,0,0,72.6,1,84.6,1,0,0,1,"5","1","1",1
"939",2642,15944,325.1,1,1,50,0,"2011-03-08","2011-03-08",325.1,50,6.502,228.3,1,0,0,0,0,15.8,1,0,0,0,0,81,1,0,0,0,0,1,"6","6","6",6
"940",2643,15945,181,1,1,52,0,"2010-12-09","2010-12-09",181,52,3.48076923076923,0,0,167.4,1,0,0,0,0,0,0,0,0,13.6,1,0,0,0,0,1,"4","2","2",2
"941",2644,15947,1708.24,1,1,898,0,"2011-09-18","2011-09-18",1708.24,898,1.90227171492205,445.84,1,0,0,174.6,1,90.8,1,997,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"942",2652,15957,428.89,1,1,211,0,"2011-11-08","2011-11-08",428.89,211,2.03265402843602,16.68,1,63,1,47.7,1,117.4,1,110.61,1,0,0,73.5,1,0,0,0,0,1,"6","1","1",1
"943",2653,15958,104.35,1,1,33,0,"2011-09-26","2011-09-26",104.35,33,3.16212121212121,69.45,1,0,0,14.45,1,16.5,1,0,0,3.95,1,0,0,0,0,0,0,1,"6","6","6",6
"944",2658,15970,314.1,1,1,116,0,"2011-02-09","2011-02-09",314.1,116,2.70775862068966,219,1,0,0,0,0,0,0,82.5,1,0,0,12.6,1,0,0,0,0,1,"4","6","6",6
"945",2660,15973,307.82,1,1,106,0,"2010-12-08","2010-12-08",307.82,106,2.90396226415094,93.72,1,0,0,0,0,0,0,0,0,197.1,1,17,1,0,0,0,0,1,"4","2","2",2
"946",2662,15975,371.01,1,1,243,0,"2011-09-16","2011-09-16",371.01,243,1.52679012345679,87.16,1,0,0,82.02,1,93.65,1,19.8,1,0,0,88.38,1,0,0,0,0,1,"5","1","1",1
"947",2665,15978,1098.78,1,1,888,0,"2011-09-23","2011-09-23",1098.78,888,1.23736486486486,345.62,1,17.7,1,141.08,1,319.4,1,0,0,30,1,201.06,1,43.92,1,0,0,1,"2","3","3",3
"948",2671,15986,168.12,1,1,268,0,"2011-11-09","2011-11-09",168.12,268,0.627313432835821,0,0,0,0,0,0,141.08,1,13.52,1,0,0,13.52,1,0,0,0,0,1,"4","6","6",6
"949",2673,15988,158.03,1,1,181,0,"2011-11-20","2011-11-20",158.03,181,0.873093922651934,37.23,1,47.7,1,0,0,28.14,1,0,0,20.65,1,24.31,1,0,0,0,0,1,"2","3","3",3
"950",2675,15992,41.99,1,1,17,0,"2011-12-06","2011-12-06",41.99,17,2.47,14.95,1,0,0,0,0,13.52,1,13.52,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"951",2677,15994,427.07,1,1,177,0,"2011-10-16","2011-10-16",427.07,177,2.41282485875706,36.15,1,34.8,1,127.6,1,173.82,1,0,0,0,0,21.15,1,33.55,1,0,0,1,"5","1","1",1
"952",2680,16000,12393.7,3,1,5110,0,"2011-12-07","2011-12-07",4131.23333333333,1703,2.42538160469667,855.6,1,0,0,2008.8,1,3899.8,1,0,0,2002.5,1,1581,1,2046,1,0,0,1,"3","5","5",5
"953",2683,16006,101.4,1,1,84,0,"2011-05-12","2011-05-12",101.4,84,1.20714285714286,0,0,10.2,1,33.54,1,43.16,1,6.25,1,0,0,8.25,1,0,0,0,0,1,"6","1","1",1
"954",2694,16017,211.88,1,1,102,0,"2011-10-23","2011-10-23",211.88,102,2.07725490196078,5.85,1,0,0,3.75,1,113.41,1,33.95,1,0,0,54.92,1,0,0,0,0,1,"5","1","1",1
"955",2698,16022,628.28,1,1,261,0,"2011-03-24","2011-03-24",628.28,261,2.4072030651341,200.75,1,26.45,1,65.43,1,88.25,1,117.7,1,0,0,72.5,1,57.2,1,0,0,1,"5","1","1",1
"956",2700,16024,251.24,1,1,398,0,"2011-11-27","2011-11-27",251.24,398,0.631256281407035,60.25,1,13.31,1,18.93,1,64.31,1,14.04,1,0,0,72.42,1,7.98,1,0,0,1,"5","1","1",1
"957",2701,16025,439.66,1,1,338,0,"2011-11-10","2011-11-10",439.66,338,1.30076923076923,79.2,1,33.6,1,38.28,1,133.38,1,20.8,1,0,0,134.4,1,0,0,0,0,1,"6","1","1",1
"958",2702,16026,236.09,1,1,243,0,"2011-10-27","2011-10-27",236.09,243,0.97156378600823,22.44,1,25.8,1,49.8,1,14.45,1,0,0,0,0,109.1,1,14.5,1,0,0,1,"5","1","1",1
"959",2705,16030,331.24,1,1,283,0,"2011-02-03","2011-02-03",331.24,283,1.1704593639576,37.65,1,0,0,41.09,1,76.3,1,92.25,1,0,0,68.95,1,15,1,0,0,1,"5","1","1",1
"960",2717,16048,256.44,2,1,144,0,"2010-12-01","2010-12-01",128.22,72,1.78083333333333,49.8,1,0,0,0,0,156.24,2,50.4,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"961",2719,16050,137.9,1,1,278,0,"2011-06-19","2011-06-19",137.9,278,0.496043165467626,62.1,1,12.5,1,0,0,22.74,1,15.12,1,0,0,11.52,1,13.92,1,0,0,1,"5","1","1",1
"962",2720,16052,362.06,1,1,282,0,"2011-10-16","2011-10-16",362.06,282,1.28390070921986,32.35,1,16.95,1,61.38,1,168.12,1,40.56,1,0,0,28.4,1,14.3,1,0,0,1,"5","1","1",1
"963",2722,16054,783.9,1,1,380,0,"2011-07-17","2011-07-17",783.9,380,2.0628947368421,273.74,1,0,0,77.88,1,177.08,1,89,1,0,0,166.2,1,0,0,0,0,1,"5","1","1",1
"964",2723,16055,134.8,1,1,22,0,"2011-05-03","2011-05-03",134.8,22,6.12727272727273,0,0,0,0,0,0,72.35,1,44.75,1,0,0,17.7,1,0,0,0,0,1,"4","6","6",6
"965",2724,16056,664.85,1,1,347,0,"2011-10-25","2011-10-25",664.85,347,1.91599423631124,153.85,1,53.14,1,69.51,1,138.24,1,82.06,1,39.3,1,112.15,1,16.6,1,0,0,1,"2","3","3",3
"966",2728,16063,335.32,1,1,262,0,"2011-03-24","2011-03-24",335.32,262,1.27984732824427,67.26,1,0,0,43.2,1,73,1,51,1,0,0,58.26,1,42.6,1,0,0,1,"5","1","1",1
"967",2729,16065,372.09,1,1,231,0,"2010-12-09","2010-12-09",372.09,231,1.61077922077922,30,1,72.95,1,21.55,1,118.59,1,41.05,1,0,0,61.4,1,26.55,1,0,0,1,"5","1","1",1
"968",2732,16071,326.24,1,1,180,0,"2011-10-26","2011-10-26",326.24,180,1.81244444444444,68,1,25.5,1,15,1,108.8,1,53.8,1,0,0,35.34,1,19.8,1,0,0,1,"5","1","1",1
"969",2733,16072,584.32,1,1,140,0,"2011-02-24","2011-02-24",584.32,140,4.17371428571429,478.8,1,0,0,6.72,1,98.8,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"970",2734,16073,122.4,1,1,48,0,"2011-02-15","2011-02-15",122.4,48,2.55,122.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"971",2736,16078,79.2,1,1,16,0,"2011-03-01","2011-03-01",79.2,16,4.95,79.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"972",2741,16084,436.18,1,1,216,0,"2011-02-13","2011-02-13",436.18,216,2.01935185185185,108.5,1,63.6,1,45.65,1,149.33,1,0,0,0,0,69.1,1,0,0,0,0,1,"6","6","6",6
"973",2746,16093,17,1,1,20,0,"2011-08-25","2011-08-25",17,20,0.85,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"974",2748,16096,320.62,1,1,155,0,"2011-03-20","2011-03-20",320.62,155,2.06851612903226,39.8,1,0,0,15,1,15.9,1,94.32,1,155.6,1,0,0,0,0,0,0,1,"6","6","6",6
"975",2749,16097,185.05,1,1,87,0,"2011-04-13","2011-04-13",185.05,87,2.12701149425287,60.2,1,0,0,15,1,49.85,1,0,0,0,0,0,0,60,1,0,0,1,"6","6","6",6
"976",2752,16101,1290.7,1,1,757,0,"2011-09-30","2011-09-30",1290.7,757,1.70501981505945,223.66,1,130.52,1,97,1,174.08,1,377,1,0,0,248.24,1,40.2,1,0,0,1,"5","1","1",1
"977",2755,16104,302.36,1,1,123,0,"2011-10-09","2011-10-09",302.36,123,2.45821138211382,43.6,1,28.1,1,8.4,1,121.35,1,10.5,1,0,0,19.11,1,71.3,1,0,0,1,"5","1","1",1
"978",2756,16105,336.96,1,1,330,0,"2011-04-05","2011-04-05",336.96,330,1.02109090909091,144.36,1,0,0,110.4,1,0,0,20.4,1,0,0,42,1,19.8,1,0,0,1,"5","1","1",1
"979",2757,16106,108.38,1,1,74,0,"2011-10-05","2011-10-05",108.38,74,1.46459459459459,0,0,13.28,1,34.5,1,0,0,0,0,0,0,60.6,1,0,0,0,0,1,"4","2","2",2
"980",2759,16108,842.5,1,1,615,0,"2011-09-16","2011-09-16",842.5,615,1.36991869918699,148.58,1,0,0,68.58,1,358.38,1,114.86,1,0,0,123.18,1,28.92,1,0,0,1,"5","1","1",1
"981",2763,16113,161.38,1,1,176,0,"2011-06-09","2011-06-09",161.38,176,0.916931818181818,50.65,1,0,0,5.1,1,75.41,1,15.12,1,0,0,15.1,1,0,0,0,0,1,"5","1","1",1
"982",2764,16114,135.75,1,1,43,0,"2011-06-22","2011-06-22",135.75,43,3.15697674418605,100.35,1,0,0,17.7,1,17.7,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"983",2766,16116,612.78,1,1,248,0,"2011-05-12","2011-05-12",612.78,248,2.47088709677419,50.52,1,83.8,1,0,0,303.66,1,53.33,1,50.45,1,45.02,1,26,1,0,0,1,"2","3","3",3
"984",2767,16117,232.21,1,1,130,0,"2011-06-03","2011-06-03",232.21,130,1.78623076923077,17.03,1,54.95,1,3.77,1,71.23,1,49.73,1,0,0,35.5,1,0,0,0,0,1,"6","1","1",1
"985",2769,16120,1309.14,4,1,878,0,"2011-10-11","2011-10-11",327.285,219,1.49104783599089,260.33,1,124.7,3,35.4,1,178.1,2,421.2,2,69.3,1,220.11,3,0,0,0,0,1,"3","5","5",5
"986",2772,16123,307.78,1,1,170,0,"2011-10-19","2011-10-19",307.78,170,1.81047058823529,79.2,1,0,0,49.8,1,73.2,1,35.28,1,0,0,19.9,1,50.4,1,0,0,1,"5","1","1",1
"987",2773,16124,249,1,1,48,0,"2011-01-26","2011-01-26",249,48,5.1875,161.1,1,30.6,1,0,0,0,0,0,0,0,0,57.3,1,0,0,0,0,1,"4","2","2",2
"988",2774,16125,289.35,1,1,124,0,"2010-12-07","2010-12-07",289.35,124,2.33346774193548,78.3,1,52.8,1,92.85,1,15.9,1,39,1,0,0,10.5,1,0,0,0,0,1,"6","1","1",1
"989",2776,16127,656.25,1,1,323,0,"2011-10-31","2011-10-31",656.25,323,2.03173374613003,0,0,0,0,148.2,1,148.09,1,19.8,1,0,0,263.56,1,76.6,1,0,0,1,"5","1","1",1
"990",2781,16135,517.55,1,1,209,0,"2011-03-22","2011-03-22",517.55,209,2.47631578947368,343.55,1,0,0,31.5,1,112.8,1,0,0,0,0,19.5,1,10.2,1,0,0,1,"5","1","1",1
"991",2785,16141,620.4,1,1,238,0,"2011-09-12","2011-09-12",620.4,238,2.60672268907563,80.3,1,159.05,1,79.95,1,160.7,1,50.16,1,0,0,50.04,1,40.2,1,0,0,1,"5","1","1",1
"992",2786,16142,535.34,1,1,422,0,"2011-04-04","2011-04-04",535.34,422,1.26857819905213,54.8,1,17.7,1,114.86,1,70.84,1,108.3,1,0,0,158.34,1,10.5,1,0,0,1,"5","1","1",1
"993",2788,16144,175.2,1,1,16,0,"2011-04-07","2011-04-07",175.2,16,10.95,175.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"994",2791,16147,375,1,1,246,0,"2011-07-29","2011-07-29",375,246,1.52439024390244,42.5,1,35.4,1,101.34,1,99.2,1,41.6,1,0,0,41.04,1,13.92,1,0,0,1,"5","1","1",1
"995",2792,16148,76.32,1,1,72,0,"2011-02-16","2011-02-16",76.32,72,1.06,76.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"996",2795,16152,1829.04,1,1,642,0,"2011-03-16","2011-03-16",1829.04,642,2.84897196261682,1169.64,1,163.2,1,78,1,198.6,1,219.6,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"997",2799,16159,348.2,1,1,236,0,"2011-03-03","2011-03-03",348.2,236,1.47542372881356,33.2,1,0,0,19.8,1,295.2,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"998",2802,16162,37.4,1,1,4,0,"2011-04-01","2011-04-01",37.4,4,9.35,0,0,0,0,11.9,1,0,0,0,0,25.5,1,0,0,0,0,0,0,1,"4","2","2",2
"999",2808,16171,73.2,1,1,24,0,"2011-10-11","2011-10-11",73.2,24,3.05,49.8,1,0,0,0,0,0,0,0,0,0,0,23.4,1,0,0,0,0,1,"4","2","2",2
"1000",2813,16177,331.95,1,1,95,0,"2011-10-20","2011-10-20",331.95,95,3.49421052631579,51.3,1,0,0,0,0,141.05,1,0,0,116.2,1,23.4,1,0,0,0,0,1,"6","6","6",6
"1001",2814,16178,197.9,1,1,94,0,"2011-07-24","2011-07-24",197.9,94,2.10531914893617,40.2,1,0,0,80.8,1,59.5,1,0,0,0,0,17.4,1,0,0,0,0,1,"6","6","6",6
"1002",2815,16179,215.83,1,1,99,0,"2011-10-10","2011-10-10",215.83,99,2.18010101010101,111.8,1,0,0,14.4,1,68.83,1,20.8,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1003",2817,16181,305.54,1,1,152,0,"2011-09-27","2011-09-27",305.54,152,2.01013157894737,195.06,1,34.8,1,0,0,26.58,1,49.1,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1004",2819,16183,338.71,1,1,113,0,"2011-10-03","2011-10-03",338.71,113,2.99743362831858,17,1,83.4,1,87.15,1,121.28,1,0,0,0,0,29.88,1,0,0,0,0,1,"6","6","6",6
"1005",2826,16190,215.08,1,1,88,0,"2011-10-30","2011-10-30",215.08,88,2.44409090909091,14.85,1,125.25,1,0,0,47.94,1,27.04,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1006",2828,16193,314.45,1,1,219,0,"2011-04-17","2011-04-17",314.45,219,1.43584474885845,14.85,1,61.2,1,31.6,1,44.94,1,25,1,0,0,22.74,1,114.12,1,0,0,1,"5","1","1",1
"1007",2829,16198,400.681,1,1,129,0,"2011-09-25","2011-09-25",400.681,129,3.10605426356589,19.8,1,0,0,0,0,148.201,1,20.28,1,81.4,1,131,1,0,0,0,0,1,"6","6","6",6
"1008",2832,16202,365.27,1,1,191,0,"2010-12-14","2010-12-14",365.27,191,1.91240837696335,75.82,1,75,1,43.45,1,45.9,1,61.5,1,63.6,1,0,0,0,0,0,0,1,"2","3","3",3
"1009",2834,16204,405.71,1,1,231,0,"2011-11-16","2011-11-16",405.71,231,1.75632034632035,91.37,1,41.47,1,31.88,1,114.79,1,41.8,1,17.4,1,47,1,20,1,0,0,1,"2","3","3",3
"1010",2837,16207,394.38,1,1,140,0,"2011-11-14","2011-11-14",394.38,140,2.817,28.44,1,81.9,1,0,0,222.22,1,0,0,0,0,61.82,1,0,0,0,0,1,"6","6","6",6
